=== /Users/shashanksaxena/Downloads/Lucernex_to_PostgreSQL_Inventory_jcrew.xlsx ===
Sheets: ['Field Inventory']


##### SHEET: Field Inventory #####
Lucernex Object	Lucernex Field Name	UI Label	Lucernex Data Type	Required	Max Size	Functional Field	Definition	Extracted to PostgreSQL	PG Database	PG Table	PG Table Status	PG Column	PG Data Type	Key Role	Notes
SalesExclusion	CreatedDate	Created Date	Time		01/01/1900 - 01/01/3000	Yes	The Created Date field is a system-populated field which captures the date that a record was created.	Yes	lxr_drp_jcrew	sales_exclusion	Created — holds data	CreatedDate	TEXT	Audit	
SalesExclusion	EndDate	End Date	Date		01/01/1900 - 01/01/3000	Yes	The End Date field allows you to select an end date for the record.	Yes	lxr_drp_jcrew	sales_exclusion	Created — holds data	EndDate	TEXT		
SalesExclusion	ExclusionGroupCapID	Exclusion Group Cap	Sales Exclusion Cap ID		-	Yes	Select the exclusion group from this field.	Yes	lxr_drp_jcrew	sales_exclusion	Created — holds data	ExclusionGroupCapID	TEXT	Foreign key (ID reference)	
SalesExclusion	ExclusionRate	Exclusion Rate	Percentage		999999	Yes	Enter the exclusion rate in this field. The Exclusion Rate is a percentage of the specified sales type.	Yes	lxr_drp_jcrew	sales_exclusion	Created — holds data	ExclusionRate	TEXT		
SalesExclusion	ModifiedByID	Modified By	Member ID		-	Yes	The Modified By field is a system-populated field which captures the name of the member who made a change to a record.	Yes	lxr_drp_jcrew	sales_exclusion	Created — holds data	ModifiedByID	TEXT	Foreign key (ID reference)	
SalesExclusion	ModifiedDate	Modified Date	Time		01/01/1900 - 01/01/3000	Yes	The Modified Date field is a system-populated field which captures the date that a modification is made to a record.	Yes	lxr_drp_jcrew	sales_exclusion	Created — holds data	ModifiedDate	TEXT	Incremental watermark	
SalesExclusion	Notes	Notes	Text		No Limit	No	Add any notes about the record.	Yes	lxr_drp_jcrew	sales_exclusion	Created — holds data	Notes	TEXT		
SalesExclusion	ProjectEntityID	ProjectEntityID	Entity ID		-			Yes	lxr_drp_jcrew	sales_exclusion	Created — holds data	ProjectEntityID	TEXT	Foreign key (ID reference)	
SalesExclusion	RevNumber	Rev Number	Number		2147483647	Yes	The Rev Number field indicates how many times a record has been modified. This value of the field increases by 1 each time the record is modified.	Yes	lxr_drp_jcrew	sales_exclusion	Created — holds data	RevNumber	TEXT	Audit	
SalesExclusion	SalesExclusionID	Exclusion RecID	Number		2147483647	Yes	This field contains a Base Entity System Identifier for your record. It is assigned automatically by the system, and is not editable.	Yes	lxr_drp_jcrew	sales_exclusion	Created — holds data	SalesExclusionID	VARCHAR(64) NOT NULL	Primary key	
SalesExclusionCap	BOMapClientRecordID	Exclusion Cap ClientID	Text	Required	256	Yes	The ClientID field is a free form text field that can be used when importing data to uniquely look up a record for update. This record identifier can either be system-generated or defined by the user upon the initial import of record data. The ClientID has the database name "BOMapClientRecordID".	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	BOMapClientRecordID	TEXT	Client identifier	
SalesExclusionCap	BeginDate	Begin Date	Date		01/01/1900 - 01/01/3000	Yes	The Begin Date field allows you to select a begin date for the record.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	BeginDate	TEXT		
SalesExclusionCap	CapAmount	Cap Amount	Currency		999999999999999	Yes	Sales Exclusion Caps are groups which contain line items Sales Exclusions. A sales exclusion cap group has a cap. To determine whether the cap has been met, you must sum the sales of each of the sales exclusions which belong to the group. Enter the sales exclusion cap amount in this field. Remember, Lucernex applies caps on an annual, not monthly, basis.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	CapAmount	TEXT		
SalesExclusionCap	CapPercent	Cap Percent	Percentage		999999	Yes	Sales Exclusion Caps are groups which contain line items Sales Exclusions. A sales exclusion cap group has a cap. To determine whether the cap has been met, you must sum the sales of each of the sales exclusions which belong to the group. Enter the sales exclusion cap percent in this field. The Exclusion Cap Percent is a percentage of Gross Sales. Remember, Lucernex applies caps on an annual, not monthly, basis.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	CapPercent	TEXT		
SalesExclusionCap	CodeCurrencyTypeID	Currency Type	Dropdown (Currency Type Code)		-	Yes	The Currency Type field allows you to select a currency type to be used on a record.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	CodeCurrencyTypeID	TEXT	Foreign key (ID reference)	
SalesExclusionCap	CodeExclusionCapID	Exclusion Cap	Dropdown (Exclusion Cap Code)	Required	-	Yes	Select the exclusion group from this field.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	CodeExclusionCapID	TEXT	Foreign key (ID reference)	
SalesExclusionCap	CodeSalesGroupID	Sales Group	Dropdown (Sales Group)		-	Yes	The sales group is the first level of categorization for sales records. Groups are the parents of types, and grandparents of categories.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	CodeSalesGroupID	TEXT	Foreign key (ID reference)	
SalesExclusionCap	ContractID	ContractID	Contract ID		-	Yes	The Contract ID is a unique identifier that belongs to a contract. The Contract ID of a contract can only be changed from the Contract > Details > Summary page.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	ContractID	TEXT	Foreign key (ID reference)	
SalesExclusionCap	CreatedByID	Created By	Member ID		-	Yes	The Created By field is a system-populated field which captures the name of the member making changes to a record.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	CreatedByID	TEXT	Foreign key (ID reference)	
SalesExclusionCap	CreatedDate	Created Date	Time		01/01/1900 - 01/01/3000	Yes	The Created Date field is a system-populated field which captures the date that a record was created.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	CreatedDate	TEXT	Audit	
SalesExclusionCap	EndDate	End Date	Date		01/01/1900 - 01/01/3000	Yes	The End Date field allows you to select an end date for the record.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	EndDate	TEXT		
SalesExclusionCap	ModifiedByID	Modified By	Member ID		-	Yes	The Modified By field is a system-populated field which captures the name of the member who made a change to a record.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	ModifiedByID	TEXT	Foreign key (ID reference)	
SalesExclusionCap	ModifiedDate	Modified Date	Time		01/01/1900 - 01/01/3000	Yes	The Modified Date field is a system-populated field which captures the date that a modification is made to a record.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	ModifiedDate	TEXT	Incremental watermark	
SalesExclusionCap	Notes	Notes	Text		No Limit	No	Add any notes about the record.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	Notes	TEXT		
SalesExclusionCap	PRPComputedCapAmount	PRP Computed Cap Amount	Number		2147483647	Yes	This is a reporting field. If sales exclusion caps are configured, The cap amount computed from sales for a particular percentage rent year.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	PRPComputedCapAmount	TEXT		
SalesExclusionCap	PRPExcessExcludedAmount	PRP Excess Excluded Amount	Number		2147483647	Yes	This is a reporting field. The value of this field is equal to the Gross Excluded Amount minus the Net Excluded Amount.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	PRPExcessExcludedAmount	TEXT		
SalesExclusionCap	PRPGrossExcludedAmount	PRP Gross Excluded Amount	Number		2147483647	Yes	This is a reporting field. The value of this field is calculated by summing the excluded sales across sales periods. This value is also used in calculating the amount of sales exceeding the cap amount.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	PRPGrossExcludedAmount	TEXT		
SalesExclusionCap	PRPGrossSalesAmount	PRP Gross Sales Amount	Number		2147483647	Yes	This is a reporting field. The value of this field is calculated by summing gross sales amounts across all applicable sales periods. The value of this field is also used in calculating the computed cap amount.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	PRPGrossSalesAmount	TEXT		
SalesExclusionCap	PRPNetExcludedAmount	PRP Net Excluded Amount	Number		2147483647	Yes	This is a reporting field. The value of this field is either the Gross Excluded Amount or the Computed Cap Amount, depending on whether the Gross Excluded Amount is greater than the Cap Amount or not. This field is used to calculate the amount of sales exceeding the cap amount.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	PRPNetExcludedAmount	TEXT		
SalesExclusionCap	ProjectEntityID	ProjectEntityID	Entity ID		-			Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	ProjectEntityID	TEXT	Foreign key (ID reference)	
SalesExclusionCap	RevNumber	Rev Number	Number		2147483647	Yes	The Rev Number field indicates how many times a record has been modified. This value of the field increases by 1 each time the record is modified.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	RevNumber	TEXT	Audit	
SalesExclusionCap	SPExcludedAmount	SP Excluded Amount	Number		2147483647	Yes	This is a reporting field. This field sums the total amount excludes from sales.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	SPExcludedAmount	TEXT		
SalesExclusionCap	SalesExclusionCapID	Exclusion Cap RecID	Number		2147483647	Yes	This field contains a Base Entity System Identifier for your record. It is assigned automatically by the system, and is not editable.	Yes	lxr_drp_jcrew	sales_exclusion_cap	Created — holds data	SalesExclusionCapID	VARCHAR(64) NOT NULL	Primary key	
Scenario	ActiveDealStepTaskIDList	Active Deal Step(s)	Task/Group ID		-			Yes	lxr_drp_jcrew	scenario	Not created yet — no data	ActiveDealStepTaskIDList	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	AdditionalTerms	Additional Terms	Number		2147483647	No	Enter the number of contract term options in addition to this scenario.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	AdditionalTerms	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	AmendmentID	Amendment	Contract Amendment ID		-	No	This field has not been implemented for this functionality.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	AmendmentID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	AnnualTotalRent	Annual Total Rent	Currency		999999999999999	Yes	Enter the annual total rent for this scenario.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	AnnualTotalRent	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	AverageHHIncome	Average HH Income	Currency		999999999999999	No	Enter the average household income for the market area in this field.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	AverageHHIncome	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	BOMapClientRecordID	Scenario ClientID	Text	Required	256	Yes	The ClientID field is a free form text field that can be used when importing data to uniquely look up a record for update. This record identifier can either be system-generated or defined by the user upon the initial import of record data. The ClientID has the database name "BOMapClientRecordID".	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	BOMapClientRecordID	TEXT	Client identifier	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	Block	Block	Text		50	No	If the parcel has a block identifier this is commonly for parcels in urban areas enter the block identifier in this field.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	Block	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	BrokerCommission	Broker Commission	Percentage		999999	No	Enter the commission to be paid to the broker upon completion of the scenario.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	BrokerCommission	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CapitalRequired	Capital Required	Currency		999999999999999	No	On a lease, enter the cost of improvements that are not covered by the tenant improvement allowance. On a purchase, enter the deposit or equity amount contributed by the buyer, or the cash the buyer brings to closing.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CapitalRequired	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	ClientNumber	Term Client Number	Text			No	The term number of the contract term associated with this scenario.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	ClientNumber	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CloseDays	Close Days	Number		2147483647	No	The number of days to close on a sale.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CloseDays	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeBuildingAreaUnitID	Building Area Unit	Dropdown (Building Area Unit Code)		-	Yes	Select the units you are using to measure your area from this field.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeBuildingAreaUnitID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeCovenantCategoryID	Covenant Category	Dropdown (Covenant Category Code)		-	Yes	The covenant category is the third level of categorization for covenants. Categories are the children of types, and the grandchildren of groups. The category is typically used to indicate whether this is part of the original agreement or an amendment.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeCovenantCategoryID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeCovenantGroupID	Covenant Group	Dropdown (Covenant Group Code)		-	Yes	The covenant group is the first level of categorization for covenants. Groups are the parents of types, and the grandparents of categories.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeCovenantGroupID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeCovenantStatusID	Covenant Status	Dropdown (Covenant Status Code)		-	Yes	The status of the covenant. Example statuses include "Active" or "Expired".	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeCovenantStatusID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeCovenantTypeID	Covenant Type	Dropdown (Covenant Type Code)		-	Yes	The covenant type is the second level of categorization for covenants. Types are the children of groups, and the parents of categories.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeCovenantTypeID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeCurrencyTypeID	Currency	Dropdown (Currency Type Code)		-	Yes	Select the currency type to be used on the scenario record.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeCurrencyTypeID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeDecisionStatusID	Decision Status	Dropdown (Decision Status Code)		-	No	Select the current phase of evaluation or selection for this scenario.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeDecisionStatusID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeMarketAreaID	Market	Dropdown (Market Area Code)		-	Yes	The market the scenario belongs to. The values that appear in this field depend on the org chart of the portfolio you selected.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeMarketAreaID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodePropertyTypeID	Property Type	Dropdown (Property Type Code)		-	No	Select the type of property from the list.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodePropertyTypeID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeScenarioDealTypeID	Scenario Deal Type	Dropdown (Scenario Deal Type Code)	Required	-	No	Select which kind of deal this scenario represents.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeScenarioDealTypeID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeScenarioTypeID	Scenario Type	Dropdown (Scenario Type Code)		-	No	Select which kind of scenario this scenario represents. Example scenario types include renewal, relocation, and disposition.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeScenarioTypeID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeTermStatusID	Term Status	Dropdown (Term Status Code)		-	Yes	The status of the linked contract term.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeTermStatusID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CodeTermTypeID	Term Type	Dropdown (Term Type Code)		-	Yes	The type of the linked contract term.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CodeTermTypeID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	ContractID	Contract	Contract ID		-	Yes	The Contract ID associated with the scenario. The Contract ID is a unique identifier that belongs to a contract.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	ContractID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	ContractTermID	Contract Term	Contract Term ID		-	Yes	The associated contract covenant record ID.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	ContractTermID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CovenantID	Covenant	Covenant ID		-	Yes	The associated contract term record ID.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CovenantID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CreatedByID	Created By	Member ID		-	Yes	The Created By field is a system-populated field which captures the name of the member making changes to a record.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CreatedByID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	CreatedDate	Created Date	Time		01/01/1900 - 01/01/3000	Yes	The Created Date field is a system-populated field which captures the date that a record was created.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	CreatedDate	TEXT	Audit	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	DealSchedule	Deal Schedule	Task/Group ID		-			Yes	lxr_drp_jcrew	scenario	Not created yet — no data	DealSchedule	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	DealStepSchedule	Deal Steps	Text			No	The deal step schedule for the transaction.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	DealStepSchedule	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	DecisionDate	Decision Date	Date		01/01/1900 - 01/01/3000	No	Enter the date that the decision status is moved to selected or not selected.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	DecisionDate	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	Deposit	Deposit	Currency		999999999999999	No	Enter the cash put down for the scenario while it is under consideration.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	Deposit	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	DiscountRate	Discount Rate	Percentage		999999	No	Enter the discount rate for this scenario.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	DiscountRate	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	DocumentIDList	Documents	Document List			Yes	This is a generic field that allows you to add documents to the scenario from the Documents page. This field also allows you to upload new documents to the entity and attach them to the scenario.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	DocumentIDList	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	DueDiligenceDays	Due Diligence Days	Number		2147483647	No	The number of days you have to investigate the option to determine its viability.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	DueDiligenceDays	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	EndDate	End Date	Date		01/01/1900 - 01/01/3000	No	This field has not been implemented for this functionality.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	EndDate	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	HTMLAddress	Full Address	Text			No	The associated entity's address in HTML format.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	HTMLAddress	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	KeyDateID	Contract Key Date	Text		-			Yes	lxr_drp_jcrew	scenario	Not created yet — no data	KeyDateID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	Lot	Lot	Text		50	No	If your parcel has a lot identifier this is commonly for parcels in urban areas enter the lot identifier in this field.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	Lot	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	MajorTenants	Major Tenants	Text		50	No	Enter the anchors or competitors in the vicinity of the location.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	MajorTenants	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	MedianHHIncome	Median HH Income	Currency		999999999999999	No	Enter the median household income for the market area in this field.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	MedianHHIncome	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	ModifiedByID	Modified By	Member ID		-	Yes	The Modified By field is a system-populated field which captures the name of the member who made a change to a record.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	ModifiedByID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	ModifiedDate	Modified Date	Time		01/01/1900 - 01/01/3000	Yes	The Modified Date field is a system-populated field which captures the date that a modification is made to a record.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	ModifiedDate	TEXT	Incremental watermark	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	NewTermEndDate	New Term End Date	Date		01/01/1900 - 01/01/3000	No	Enter the new term end date in this field.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	NewTermEndDate	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	NewTermLength	New Term Length	Number			Yes	This field calculates the total years, months, and days in the proposed new term.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	NewTermLength	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
Scenario	NewTermStartDate	New Term Start Date	Date		01/01/1900 - 01/01/3000	No	Enter the new term start date in this field.	Yes	lxr_drp_jcrew	scenario	Not created yet — no data	NewTermStartDate	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
